item_id_a	item_id_b	mode	action	is_directional	a_is_acting	score
9606.ENSP00000176195	9606.ENSP00000245457	catalysis		t	t	900
9606.ENSP00000176195	9606.ENSP00000245457	reaction		f	f	900
9606.ENSP00000176195	9606.ENSP00000254661	catalysis		t	f	900
9606.ENSP00000176195	9606.ENSP00000248572	catalysis		t	f	900
9606.ENSP00000176195	9606.ENSP00000248564	binding		f	t	900
9606.ENSP00000176195	9606.ENSP00000248150	reaction		f	f	900
9606.ENSP00000176195	9606.ENSP00000248150	catalysis		t	f	900
9606.ENSP00000176195	9606.ENSP00000248150	catalysis		t	t	900
9606.ENSP00000176195	9606.ENSP00000248564	binding		f	f	900
9606.ENSP00000176195	9606.ENSP00000248150	reaction		t	f	900
9606.ENSP00000176195	9606.ENSP00000248150	reaction		t	t	900
9606.ENSP00000176195	9606.ENSP00000248572	binding		f	t	900
9606.ENSP00000176195	9606.ENSP00000248564	reaction		f	f	900
9606.ENSP00000176195	9606.ENSP00000248564	catalysis		t	f	900
9606.ENSP00000176195	9606.ENSP00000248564	catalysis		t	t	900
9606.ENSP00000176195	9606.ENSP00000248572	binding		f	f	900
9606.ENSP00000176195	9606.ENSP00000248564	reaction		t	f	900
9606.ENSP00000176195	9606.ENSP00000248564	reaction		t	t	900
9606.ENSP00000176195	9606.ENSP00000254227	expression	inhibition	t	f	450
9606.ENSP00000176195	9606.ENSP00000253796	reaction		f	f	900
9606.ENSP00000176195	9606.ENSP00000248572	reaction		t	f	900
9606.ENSP00000176195	9606.ENSP00000248572	catalysis		t	t	900
9606.ENSP00000176195	9606.ENSP00000248572	reaction		f	f	900
9606.ENSP00000176195	9606.ENSP00000253796	catalysis		t	t	900
9606.ENSP00000176195	9606.ENSP00000248572	reaction		t	t	900
9606.ENSP00000176195	9606.ENSP00000253796	catalysis		t	f	900
9606.ENSP00000176195	9606.ENSP00000254227	activation	activation	t	f	450
9606.ENSP00000176195	9606.ENSP00000254122	catalysis		t	f	900
9606.ENSP00000176195	9606.ENSP00000253796	reaction		t	f	900
9606.ENSP00000176195	9606.ENSP00000253796	reaction		t	t	900
9606.ENSP00000176195	9606.ENSP00000254122	reaction		t	t	900
9606.ENSP00000176195	9606.ENSP00000254122	catalysis		t	t	900
9606.ENSP00000176195	9606.ENSP00000254122	reaction		t	f	900
9606.ENSP00000176195	9606.ENSP00000258456	reaction		t	f	900
9606.ENSP00000176195	9606.ENSP00000258034	catalysis		t	f	900
9606.ENSP00000176195	9606.ENSP00000256592	catalysis		t	f	903
9606.ENSP00000176195	9606.ENSP00000254661	reaction		t	f	900
9606.ENSP00000176195	9606.ENSP00000254661	reaction		t	t	900
9606.ENSP00000176195	9606.ENSP00000256592	reaction		t	t	903
9606.ENSP00000176195	9606.ENSP00000256592	catalysis		t	t	903
9606.ENSP00000176195	9606.ENSP00000256592	reaction		t	f	903
9606.ENSP00000176195	9606.ENSP00000258456	reaction		f	f	900
9606.ENSP00000176195	9606.ENSP00000258034	reaction		t	f	900
9606.ENSP00000176195	9606.ENSP00000258034	catalysis		t	t	900
9606.ENSP00000176195	9606.ENSP00000258034	reaction		f	f	900
9606.ENSP00000176195	9606.ENSP00000258456	catalysis		t	t	900
9606.ENSP00000176195	9606.ENSP00000258034	reaction		t	t	900
9606.ENSP00000176195	9606.ENSP00000258456	catalysis		t	f	900
9606.ENSP00000176195	9606.ENSP00000261837	reaction		t	f	900
9606.ENSP00000176195	9606.ENSP00000261837	binding		f	t	900
9606.ENSP00000176195	9606.ENSP00000258456	reaction		t	t	900
9606.ENSP00000176195	9606.ENSP00000261837	binding		f	f	900
9606.ENSP00000176195	9606.ENSP00000261837	reaction		f	f	900
9606.ENSP00000176195	9606.ENSP00000261837	catalysis		t	f	900
9606.ENSP00000176195	9606.ENSP00000261837	catalysis		t	t	900
9606.ENSP00000176195	9606.ENSP00000262178	catalysis		t	t	900
9606.ENSP00000176195	9606.ENSP00000261837	reaction		t	t	900
9606.ENSP00000176195	9606.ENSP00000262178	catalysis		t	f	900
9606.ENSP00000176195	9606.ENSP00000262178	reaction		t	t	900
9606.ENSP00000176195	9606.ENSP00000262178	reaction		f	f	900
9606.ENSP00000176195	9606.ENSP00000262178	reaction		t	f	900
9606.ENSP00000176763	9606.ENSP00000226730	expression	inhibition	t	t	416
9606.ENSP00000177648	9606.ENSP00000262269	ptmod		t	t	433
9606.ENSP00000177694	9606.ENSP00000225916	binding		f	f	163
9606.ENSP00000177694	9606.ENSP00000233202	activation	activation	t	f	416
9606.ENSP00000177694	9606.ENSP00000221978	binding		f	t	424
9606.ENSP00000177694	9606.ENSP00000216223	activation	activation	t	t	436
9606.ENSP00000177694	9606.ENSP00000203629	activation	activation	t	f	416
9606.ENSP00000177694	9606.ENSP00000221978	binding		f	f	424
9606.ENSP00000177694	9606.ENSP00000216267	binding		f	f	163
9606.ENSP00000177694	9606.ENSP00000216267	binding		f	t	163
9606.ENSP00000177694	9606.ENSP00000232014	expression	inhibition	t	t	480
9606.ENSP00000177694	9606.ENSP00000229135	binding		f	t	526
9606.ENSP00000177694	9606.ENSP00000226730	expression	inhibition	t	t	450
9606.ENSP00000177694	9606.ENSP00000225916	binding		f	t	163
9606.ENSP00000177694	9606.ENSP00000226730	activation	activation	t	f	450
9606.ENSP00000177694	9606.ENSP00000229135	binding		f	f	526
9606.ENSP00000177694	9606.ENSP00000229135	activation	activation	t	f	526
9606.ENSP00000177694	9606.ENSP00000229135	activation	activation	t	t	905
9606.ENSP00000177694	9606.ENSP00000232014	binding		f	t	480
9606.ENSP00000177694	9606.ENSP00000231449	expression	inhibition	t	f	484
9606.ENSP00000177694	9606.ENSP00000229135	expression		t	t	526
9606.ENSP00000177694	9606.ENSP00000231228	activation	activation	t	f	900
9606.ENSP00000177694	9606.ENSP00000232014	binding		f	f	480
9606.ENSP00000177694	9606.ENSP00000231449	expression	inhibition	t	t	484
9606.ENSP00000177694	9606.ENSP00000231449	expression		t	f	484
9606.ENSP00000177694	9606.ENSP00000262345	activation	activation	t	t	416
9606.ENSP00000177694	9606.ENSP00000254846	binding		f	f	433
9606.ENSP00000177694	9606.ENSP00000242261	expression	inhibition	t	f	416
9606.ENSP00000177694	9606.ENSP00000250971	activation	activation	t	f	416
9606.ENSP00000177694	9606.ENSP00000262345	activation	activation	t	f	900
9606.ENSP00000177694	9606.ENSP00000254846	binding		f	t	433
9606.ENSP00000177694	9606.ENSP00000262238	expression	inhibition	t	f	416
9606.ENSP00000178640	9606.ENSP00000256682	reaction		t	f	173
9606.ENSP00000178640	9606.ENSP00000256682	reaction		f	f	173
9606.ENSP00000178640	9606.ENSP00000256682	inhibition	inhibition	t	f	172
9606.ENSP00000178640	9606.ENSP00000256682	catalysis		t	t	173
9606.ENSP00000178640	9606.ENSP00000075503	catalysis		t	f	163
9606.ENSP00000178640	9606.ENSP00000075503	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000005257	reaction		t	t	212
9606.ENSP00000178640	9606.ENSP00000005257	reaction		t	f	212
9606.ENSP00000178640	9606.ENSP00000005257	reaction		f	f	212
9606.ENSP00000178640	9606.ENSP00000000233	reaction		f	f	173
9606.ENSP00000178640	9606.ENSP00000000233	binding		f	t	173
9606.ENSP00000178640	9606.ENSP00000000233	binding		f	f	173
9606.ENSP00000178640	9606.ENSP00000000233	inhibition	inhibition	t	f	172
9606.ENSP00000178640	9606.ENSP00000000233	catalysis		t	f	173
9606.ENSP00000178640	9606.ENSP00000000233	catalysis		t	t	173
9606.ENSP00000178640	9606.ENSP00000005257	inhibition	inhibition	t	f	211
9606.ENSP00000178640	9606.ENSP00000005257	binding		f	f	212
9606.ENSP00000178640	9606.ENSP00000000233	reaction		t	f	173
9606.ENSP00000178640	9606.ENSP00000000233	reaction		t	t	173
9606.ENSP00000178640	9606.ENSP00000005257	catalysis		t	t	212
9606.ENSP00000178640	9606.ENSP00000005257	binding		f	t	212
9606.ENSP00000178640	9606.ENSP00000005257	catalysis		t	f	212
9606.ENSP00000178640	9606.ENSP00000256682	catalysis		t	f	173
9606.ENSP00000178640	9606.ENSP00000229002	catalysis		t	t	212
9606.ENSP00000178640	9606.ENSP00000216127	reaction		f	f	212
9606.ENSP00000178640	9606.ENSP00000215659	catalysis		t	f	248
9606.ENSP00000178640	9606.ENSP00000201979	reaction		t	f	212
9606.ENSP00000178640	9606.ENSP00000166244	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000155926	catalysis		t	f	163
9606.ENSP00000178640	9606.ENSP00000075503	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000155926	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000166244	catalysis		t	f	163
9606.ENSP00000178640	9606.ENSP00000155926	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000166244	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000201979	reaction		f	f	212
9606.ENSP00000178640	9606.ENSP00000201979	binding		f	t	212
9606.ENSP00000178640	9606.ENSP00000175756	activation	activation	t	f	171
9606.ENSP00000178640	9606.ENSP00000201979	binding		f	f	212
9606.ENSP00000178640	9606.ENSP00000201979	inhibition	inhibition	t	f	211
9606.ENSP00000178640	9606.ENSP00000201979	catalysis		t	f	212
9606.ENSP00000178640	9606.ENSP00000201979	catalysis		t	t	212
9606.ENSP00000178640	9606.ENSP00000215659	binding		f	t	248
9606.ENSP00000178640	9606.ENSP00000211287	inhibition	inhibition	t	t	248
9606.ENSP00000178640	9606.ENSP00000211287	binding		f	f	248
9606.ENSP00000178640	9606.ENSP00000201979	reaction		t	t	212
9606.ENSP00000178640	9606.ENSP00000211287	activation	activation	f	f	410
9606.ENSP00000178640	9606.ENSP00000211287	catalysis		t	t	248
9606.ENSP00000178640	9606.ENSP00000211287	binding		f	t	248
9606.ENSP00000178640	9606.ENSP00000211287	catalysis		t	f	248
9606.ENSP00000178640	9606.ENSP00000215659	binding		f	f	248
9606.ENSP00000178640	9606.ENSP00000211287	reaction		f	f	248
9606.ENSP00000178640	9606.ENSP00000211287	ptmod		f	f	410
9606.ENSP00000178640	9606.ENSP00000211287	ptmod		t	t	229
9606.ENSP00000178640	9606.ENSP00000215659	activation	activation	f	f	410
9606.ENSP00000178640	9606.ENSP00000211287	reaction		t	f	248
9606.ENSP00000178640	9606.ENSP00000211287	reaction		t	t	248
9606.ENSP00000178640	9606.ENSP00000216127	inhibition	inhibition	t	f	211
9606.ENSP00000178640	9606.ENSP00000215832	ptmod		t	t	229
9606.ENSP00000178640	9606.ENSP00000215659	reaction		t	t	248
9606.ENSP00000178640	9606.ENSP00000215659	ptmod		f	f	410
9606.ENSP00000178640	9606.ENSP00000215659	catalysis		t	t	248
9606.ENSP00000178640	9606.ENSP00000215659	inhibition	inhibition	t	t	248
9606.ENSP00000178640	9606.ENSP00000215659	reaction		t	f	248
9606.ENSP00000178640	9606.ENSP00000215659	ptmod		t	t	229
9606.ENSP00000178640	9606.ENSP00000215659	reaction		f	f	248
9606.ENSP00000178640	9606.ENSP00000215832	ptmod		f	f	410
9606.ENSP00000178640	9606.ENSP00000215832	binding		f	t	248
9606.ENSP00000178640	9606.ENSP00000215832	activation	activation	f	f	410
9606.ENSP00000178640	9606.ENSP00000215832	binding		f	f	248
9606.ENSP00000178640	9606.ENSP00000215832	inhibition	inhibition	t	t	248
9606.ENSP00000178640	9606.ENSP00000215832	catalysis		t	f	248
9606.ENSP00000178640	9606.ENSP00000215832	catalysis		t	t	248
9606.ENSP00000178640	9606.ENSP00000216127	catalysis		t	t	212
9606.ENSP00000178640	9606.ENSP00000216101	catalysis		t	t	212
9606.ENSP00000178640	9606.ENSP00000215832	reaction		t	t	248
9606.ENSP00000178640	9606.ENSP00000215832	reaction		f	f	248
9606.ENSP00000178640	9606.ENSP00000215832	reaction		t	f	248
9606.ENSP00000178640	9606.ENSP00000216101	catalysis		t	f	212
9606.ENSP00000178640	9606.ENSP00000216101	binding		f	f	212
9606.ENSP00000178640	9606.ENSP00000216101	binding		f	t	212
9606.ENSP00000178640	9606.ENSP00000216127	catalysis		t	f	212
9606.ENSP00000178640	9606.ENSP00000216101	reaction		t	f	212
9606.ENSP00000178640	9606.ENSP00000216101	inhibition	inhibition	t	f	211
9606.ENSP00000178640	9606.ENSP00000216101	reaction		f	f	212
9606.ENSP00000178640	9606.ENSP00000216127	binding		f	t	212
9606.ENSP00000178640	9606.ENSP00000216101	reaction		t	t	212
9606.ENSP00000178640	9606.ENSP00000216127	binding		f	f	212
9606.ENSP00000178640	9606.ENSP00000229002	catalysis		t	f	212
9606.ENSP00000178640	9606.ENSP00000220062	reaction		t	t	212
9606.ENSP00000178640	9606.ENSP00000217188	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000216274	catalysis		t	t	175
9606.ENSP00000178640	9606.ENSP00000216274	activation	activation	f	f	185
9606.ENSP00000178640	9606.ENSP00000216127	reaction		t	f	212
9606.ENSP00000178640	9606.ENSP00000216127	reaction		t	t	212
9606.ENSP00000178640	9606.ENSP00000216274	catalysis		t	f	185
9606.ENSP00000178640	9606.ENSP00000216274	binding		f	f	183
9606.ENSP00000178640	9606.ENSP00000216274	binding		f	t	183
9606.ENSP00000178640	9606.ENSP00000217185	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000216274	reaction		t	f	175
9606.ENSP00000178640	9606.ENSP00000216274	ptmod		f	f	185
9606.ENSP00000178640	9606.ENSP00000216274	reaction		f	f	175
9606.ENSP00000178640	9606.ENSP00000217185	catalysis		t	f	163
9606.ENSP00000178640	9606.ENSP00000216274	reaction		t	t	175
9606.ENSP00000178640	9606.ENSP00000217185	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000220062	reaction		t	f	212
9606.ENSP00000178640	9606.ENSP00000220003	catalysis		t	f	163
9606.ENSP00000178640	9606.ENSP00000217233	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000217188	catalysis		t	f	163
9606.ENSP00000178640	9606.ENSP00000217188	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000220003	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000217233	catalysis		t	f	163
9606.ENSP00000178640	9606.ENSP00000217233	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000220062	reaction		f	f	212
9606.ENSP00000178640	9606.ENSP00000220062	binding		f	t	212
9606.ENSP00000178640	9606.ENSP00000220003	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000220062	binding		f	f	212
9606.ENSP00000178640	9606.ENSP00000220062	inhibition	inhibition	t	f	211
9606.ENSP00000178640	9606.ENSP00000220062	catalysis		t	f	212
9606.ENSP00000178640	9606.ENSP00000220062	catalysis		t	t	212
9606.ENSP00000178640	9606.ENSP00000229002	binding		f	t	212
9606.ENSP00000178640	9606.ENSP00000220751	reaction		f	f	175
9606.ENSP00000178640	9606.ENSP00000220507	reaction		t	f	173
9606.ENSP00000178640	9606.ENSP00000220507	catalysis		t	f	173
9606.ENSP00000178640	9606.ENSP00000220507	binding		f	f	173
9606.ENSP00000178640	9606.ENSP00000220507	binding		f	t	173
9606.ENSP00000178640	9606.ENSP00000220507	reaction		f	f	173
9606.ENSP00000178640	9606.ENSP00000220507	catalysis		t	t	173
9606.ENSP00000178640	9606.ENSP00000220507	inhibition	inhibition	t	f	172
9606.ENSP00000178640	9606.ENSP00000220751	ptmod		f	f	185
9606.ENSP00000178640	9606.ENSP00000220751	binding		f	f	183
9606.ENSP00000178640	9606.ENSP00000220507	reaction		t	t	173
9606.ENSP00000178640	9606.ENSP00000220751	activation	activation	f	f	185
9606.ENSP00000178640	9606.ENSP00000220751	catalysis		t	t	175
9606.ENSP00000178640	9606.ENSP00000220751	binding		f	t	183
9606.ENSP00000178640	9606.ENSP00000220751	catalysis		t	f	185
9606.ENSP00000178640	9606.ENSP00000229002	binding		f	f	212
9606.ENSP00000178640	9606.ENSP00000225688	binding		f	f	212
9606.ENSP00000178640	9606.ENSP00000222330	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000220751	reaction		t	f	175
9606.ENSP00000178640	9606.ENSP00000220751	reaction		t	t	175
9606.ENSP00000178640	9606.ENSP00000225577	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000222330	catalysis		t	f	163
9606.ENSP00000178640	9606.ENSP00000222330	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000225688	reaction		t	t	212
9606.ENSP00000178640	9606.ENSP00000225688	catalysis		t	t	212
9606.ENSP00000178640	9606.ENSP00000225688	binding		f	t	212
9606.ENSP00000178640	9606.ENSP00000225688	catalysis		t	f	212
9606.ENSP00000178640	9606.ENSP00000225688	reaction		t	f	212
9606.ENSP00000178640	9606.ENSP00000225688	inhibition	inhibition	t	f	211
9606.ENSP00000178640	9606.ENSP00000225688	reaction		f	f	212
9606.ENSP00000178640	9606.ENSP00000256682	binding		f	t	173
9606.ENSP00000178640	9606.ENSP00000248706	reaction		f	f	212
9606.ENSP00000178640	9606.ENSP00000241453	catalysis		t	f	163
9606.ENSP00000178640	9606.ENSP00000229794	reaction		t	t	248
9606.ENSP00000178640	9606.ENSP00000229794	binding		f	t	248
9606.ENSP00000178640	9606.ENSP00000229002	reaction		t	f	212
9606.ENSP00000178640	9606.ENSP00000229002	inhibition	inhibition	t	f	211
9606.ENSP00000178640	9606.ENSP00000229002	reaction		f	f	212
9606.ENSP00000178640	9606.ENSP00000229794	binding		f	f	248
9606.ENSP00000178640	9606.ENSP00000229002	reaction		t	t	212
9606.ENSP00000178640	9606.ENSP00000229794	activation	activation	f	f	410
9606.ENSP00000178640	9606.ENSP00000229794	reaction		t	f	248
9606.ENSP00000178640	9606.ENSP00000229794	inhibition	inhibition	t	t	248
9606.ENSP00000178640	9606.ENSP00000229794	catalysis		t	f	248
9606.ENSP00000178640	9606.ENSP00000229794	catalysis		t	t	248
9606.ENSP00000178640	9606.ENSP00000229794	reaction		f	f	248
9606.ENSP00000178640	9606.ENSP00000229794	ptmod		f	f	410
9606.ENSP00000178640	9606.ENSP00000229794	ptmod		t	t	229
9606.ENSP00000178640	9606.ENSP00000241453	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000238738	binding		f	f	173
9606.ENSP00000178640	9606.ENSP00000230419	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000230419	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000230419	catalysis		t	f	163
9606.ENSP00000178640	9606.ENSP00000234040	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000234040	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000234040	catalysis		t	f	163
9606.ENSP00000178640	9606.ENSP00000238738	reaction		t	t	173
9606.ENSP00000178640	9606.ENSP00000238738	catalysis		t	t	173
9606.ENSP00000178640	9606.ENSP00000238738	binding		f	t	173
9606.ENSP00000178640	9606.ENSP00000238738	catalysis		t	f	173
9606.ENSP00000178640	9606.ENSP00000238738	reaction		t	f	173
9606.ENSP00000178640	9606.ENSP00000238738	inhibition	inhibition	t	f	172
9606.ENSP00000178640	9606.ENSP00000238738	reaction		f	f	173
9606.ENSP00000178640	9606.ENSP00000248706	inhibition	inhibition	t	f	211
9606.ENSP00000178640	9606.ENSP00000245304	reaction		f	f	212
9606.ENSP00000178640	9606.ENSP00000241463	reaction		f	f	212
9606.ENSP00000178640	9606.ENSP00000241463	binding		f	t	212
9606.ENSP00000178640	9606.ENSP00000241453	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000241463	binding		f	f	212
9606.ENSP00000178640	9606.ENSP00000241463	inhibition	inhibition	t	f	211
9606.ENSP00000178640	9606.ENSP00000241463	catalysis		t	f	212
9606.ENSP00000178640	9606.ENSP00000241463	catalysis		t	t	212
9606.ENSP00000178640	9606.ENSP00000245304	inhibition	inhibition	t	f	211
9606.ENSP00000178640	9606.ENSP00000245304	binding		f	f	212
9606.ENSP00000178640	9606.ENSP00000241463	reaction		t	f	212
9606.ENSP00000178640	9606.ENSP00000241463	reaction		t	t	212
9606.ENSP00000178640	9606.ENSP00000245304	catalysis		t	t	212
9606.ENSP00000178640	9606.ENSP00000245304	binding		f	t	212
9606.ENSP00000178640	9606.ENSP00000245304	catalysis		t	f	212
9606.ENSP00000178640	9606.ENSP00000248706	catalysis		t	t	212
9606.ENSP00000178640	9606.ENSP00000246792	inhibition	inhibition	t	f	211
9606.ENSP00000178640	9606.ENSP00000246792	binding		f	f	212
9606.ENSP00000178640	9606.ENSP00000245304	reaction		t	f	212
9606.ENSP00000178640	9606.ENSP00000245304	reaction		t	t	212
9606.ENSP00000178640	9606.ENSP00000246792	catalysis		t	t	212
9606.ENSP00000178640	9606.ENSP00000246792	binding		f	t	212
9606.ENSP00000178640	9606.ENSP00000246792	catalysis		t	f	212
9606.ENSP00000178640	9606.ENSP00000248706	catalysis		t	f	212
9606.ENSP00000178640	9606.ENSP00000246792	reaction		t	t	212
9606.ENSP00000178640	9606.ENSP00000246792	reaction		f	f	212
9606.ENSP00000178640	9606.ENSP00000246792	reaction		t	f	212
9606.ENSP00000178640	9606.ENSP00000248706	binding		f	t	212
9606.ENSP00000178640	9606.ENSP00000248594	activation	activation	t	f	171
9606.ENSP00000178640	9606.ENSP00000248706	binding		f	f	212
9606.ENSP00000178640	9606.ENSP00000256682	binding		f	f	173
9606.ENSP00000178640	9606.ENSP00000251849	reaction		t	t	315
9606.ENSP00000178640	9606.ENSP00000250559	inhibition	inhibition	t	f	211
9606.ENSP00000178640	9606.ENSP00000249071	inhibition	inhibition	t	f	172
9606.ENSP00000178640	9606.ENSP00000249071	binding		f	f	173
9606.ENSP00000178640	9606.ENSP00000248706	reaction		t	f	212
9606.ENSP00000178640	9606.ENSP00000248706	reaction		t	t	212
9606.ENSP00000178640	9606.ENSP00000249071	catalysis		t	t	173
9606.ENSP00000178640	9606.ENSP00000249071	binding		f	t	173
9606.ENSP00000178640	9606.ENSP00000249071	catalysis		t	f	173
9606.ENSP00000178640	9606.ENSP00000250559	catalysis		t	t	212
9606.ENSP00000178640	9606.ENSP00000249071	reaction		t	t	173
9606.ENSP00000178640	9606.ENSP00000249071	reaction		f	f	173
9606.ENSP00000178640	9606.ENSP00000249071	reaction		t	f	173
9606.ENSP00000178640	9606.ENSP00000250559	catalysis		t	f	212
9606.ENSP00000178640	9606.ENSP00000250559	binding		f	f	212
9606.ENSP00000178640	9606.ENSP00000250559	binding		f	t	212
9606.ENSP00000178640	9606.ENSP00000251849	reaction		t	f	315
9606.ENSP00000178640	9606.ENSP00000251849	activation	activation	f	f	317
9606.ENSP00000178640	9606.ENSP00000250559	reaction		t	t	212
9606.ENSP00000178640	9606.ENSP00000250559	reaction		f	f	212
9606.ENSP00000178640	9606.ENSP00000250559	reaction		t	f	212
9606.ENSP00000178640	9606.ENSP00000251630	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000251630	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000251630	catalysis		t	f	163
9606.ENSP00000178640	9606.ENSP00000251849	reaction		f	f	315
9606.ENSP00000178640	9606.ENSP00000251849	catalysis		t	f	315
9606.ENSP00000178640	9606.ENSP00000251849	binding		f	f	315
9606.ENSP00000178640	9606.ENSP00000251849	binding		f	t	315
9606.ENSP00000178640	9606.ENSP00000251849	ptmod		f	f	317
9606.ENSP00000178640	9606.ENSP00000251849	catalysis		t	t	315
9606.ENSP00000178640	9606.ENSP00000251849	inhibition	inhibition	t	f	311
9606.ENSP00000178640	9606.ENSP00000256458	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000256078	catalysis		t	f	212
9606.ENSP00000178640	9606.ENSP00000253055	reaction		f	f	175
9606.ENSP00000178640	9606.ENSP00000253055	binding		f	t	183
9606.ENSP00000178640	9606.ENSP00000253055	activation	activation	f	f	185
9606.ENSP00000178640	9606.ENSP00000253055	binding		f	f	183
9606.ENSP00000178640	9606.ENSP00000253055	ptmod		f	f	185
9606.ENSP00000178640	9606.ENSP00000253055	catalysis		t	f	185
9606.ENSP00000178640	9606.ENSP00000253055	catalysis		t	t	175
9606.ENSP00000178640	9606.ENSP00000256078	binding		f	t	212
9606.ENSP00000178640	9606.ENSP00000254667	activation	activation	f	f	183
9606.ENSP00000178640	9606.ENSP00000253055	reaction		t	f	175
9606.ENSP00000178640	9606.ENSP00000253055	reaction		t	t	175
9606.ENSP00000178640	9606.ENSP00000256078	binding		f	f	212
9606.ENSP00000178640	9606.ENSP00000254667	activation	activation	t	f	171
9606.ENSP00000178640	9606.ENSP00000254667	ptmod		f	f	183
9606.ENSP00000178640	9606.ENSP00000256458	catalysis		t	f	185
9606.ENSP00000178640	9606.ENSP00000256196	binding		f	t	212
9606.ENSP00000178640	9606.ENSP00000256078	reaction		f	f	212
9606.ENSP00000178640	9606.ENSP00000256078	catalysis		t	t	212
9606.ENSP00000178640	9606.ENSP00000256078	inhibition	inhibition	t	f	211
9606.ENSP00000178640	9606.ENSP00000256196	binding		f	f	212
9606.ENSP00000178640	9606.ENSP00000256078	reaction		t	f	212
9606.ENSP00000178640	9606.ENSP00000256078	reaction		t	t	212
9606.ENSP00000178640	9606.ENSP00000256458	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000256196	inhibition	inhibition	t	f	211
9606.ENSP00000178640	9606.ENSP00000256196	catalysis		t	f	212
9606.ENSP00000178640	9606.ENSP00000256196	catalysis		t	t	212
9606.ENSP00000178640	9606.ENSP00000256196	reaction		t	t	212
9606.ENSP00000178640	9606.ENSP00000256196	reaction		f	f	212
9606.ENSP00000178640	9606.ENSP00000256196	reaction		t	f	212
9606.ENSP00000178640	9606.ENSP00000261799	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000257290	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000256953	reaction		t	t	212
9606.ENSP00000178640	9606.ENSP00000256797	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000256797	catalysis		t	f	163
9606.ENSP00000178640	9606.ENSP00000256682	reaction		t	t	173
9606.ENSP00000178640	9606.ENSP00000256797	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000256953	reaction		t	f	212
9606.ENSP00000178640	9606.ENSP00000256953	catalysis		t	f	212
9606.ENSP00000178640	9606.ENSP00000256953	binding		f	f	212
9606.ENSP00000178640	9606.ENSP00000256953	binding		f	t	212
9606.ENSP00000178640	9606.ENSP00000256953	reaction		f	f	212
9606.ENSP00000178640	9606.ENSP00000256953	catalysis		t	t	212
9606.ENSP00000178640	9606.ENSP00000256953	inhibition	inhibition	t	f	211
9606.ENSP00000178640	9606.ENSP00000261636	reaction		t	t	173
9606.ENSP00000178640	9606.ENSP00000259089	activation	activation	f	f	169
9606.ENSP00000178640	9606.ENSP00000259808	ptmod		f	f	185
9606.ENSP00000178640	9606.ENSP00000257904	catalysis		t	f	173
9606.ENSP00000178640	9606.ENSP00000257290	catalysis		t	f	163
9606.ENSP00000178640	9606.ENSP00000257290	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000259808	catalysis		t	t	175
9606.ENSP00000178640	9606.ENSP00000259808	activation	activation	f	f	185
9606.ENSP00000178640	9606.ENSP00000259089	catalysis		t	f	163
9606.ENSP00000178640	9606.ENSP00000259089	ptmod		f	f	169
9606.ENSP00000178640	9606.ENSP00000259808	catalysis		t	f	185
9606.ENSP00000178640	9606.ENSP00000259808	binding		f	f	183
9606.ENSP00000178640	9606.ENSP00000259808	binding		f	t	183
9606.ENSP00000178640	9606.ENSP00000261636	reaction		t	f	173
9606.ENSP00000178640	9606.ENSP00000261233	catalysis		t	f	185
9606.ENSP00000178640	9606.ENSP00000259808	reaction		t	t	175
9606.ENSP00000178640	9606.ENSP00000259808	reaction		f	f	175
